"Hand: AAQQT, jokers: 0, comb: two_pair"
"Hand: 4TTTT, jokers: 0, comb: four_kind"
"Hand: 4TTTT, jokers: 0, comb: four_kind --> four_kind"
"Hand: 3677K, jokers: 0, comb: one_pair"
"Hand: 3677K, jokers: 0, comb: one_pair --> one_pair"
"Hand: 578JJ, jokers: 2, comb: one_pair"
"Hand: 578JJ, jokers: 2, comb: one_pair --> three_kind"
"Hand: 3JKKT, jokers: 1, comb: one_pair"
"Hand: 3JKKT, jokers: 1, comb: one_pair --> two_pair"
"Hand: 2779T, jokers: 0, comb: one_pair"
"Hand: 2779T, jokers: 0, comb: one_pair --> one_pair"
"Hand: 35777, jokers: 0, comb: three_kind"
"Hand: 35777, jokers: 0, comb: three_kind --> three_kind"
"Hand: 235JK, jokers: 1, comb: higher_card"
"Hand: 235JK, jokers: 1, comb: higher_card --> one_pair"
"Hand: 58KQT, jokers: 0, comb: higher_card"
"Hand: 58KQT, jokers: 0, comb: higher_card --> higher_card"
"Hand: 2356A, jokers: 0, comb: higher_card"
"Hand: 2356A, jokers: 0, comb: higher_card --> higher_card"
"Hand: 338TT, jokers: 0, comb: two_pair"
"Hand: 338TT, jokers: 0, comb: two_pair --> two_pair"
"Hand: 58JTT, jokers: 1, comb: one_pair"
"Hand: 58JTT, jokers: 1, comb: one_pair --> two_pair"
"Hand: 4AAJJ, jokers: 2, comb: two_pair"
"Hand: 4AAJJ, jokers: 2, comb: two_pair --> four_kind"
"Hand: 68AJQ, jokers: 1, comb: higher_card"
"Hand: 68AJQ, jokers: 1, comb: higher_card --> one_pair"
"Hand: 5899T, jokers: 0, comb: one_pair"
"Hand: 5899T, jokers: 0, comb: one_pair --> one_pair"
"Hand: JKQQQ, jokers: 1, comb: three_kind"
"Hand: JKQQQ, jokers: 1, comb: three_kind --> four_kind"
"Hand: JJKKT, jokers: 2, comb: two_pair"
"Hand: JJKKT, jokers: 2, comb: two_pair --> four_kind"
"Hand: JQQTT, jokers: 1, comb: two_pair"
"Hand: JQQTT, jokers: 1, comb: two_pair --> full_house"
"Hand: 2666J, jokers: 1, comb: three_kind"
"Hand: 2666J, jokers: 1, comb: three_kind --> four_kind"
"Hand: 2224Q, jokers: 0, comb: three_kind"
"Hand: 2224Q, jokers: 0, comb: three_kind --> three_kind"
"Hand: 5AAQT, jokers: 0, comb: one_pair"
"Hand: 5AAQT, jokers: 0, comb: one_pair --> one_pair"
"Hand: 4668K, jokers: 0, comb: one_pair"
"Hand: 4668K, jokers: 0, comb: one_pair --> one_pair"
"Hand: 446QT, jokers: 0, comb: one_pair"
"Hand: 446QT, jokers: 0, comb: one_pair --> one_pair"
"Hand: 2679A, jokers: 0, comb: higher_card"
"Hand: 2679A, jokers: 0, comb: higher_card --> higher_card"
"Hand: 999QQ, jokers: 0, comb: full_house"
"Hand: 999QQ, jokers: 0, comb: full_house --> full_house"
"Hand: 344JJ, jokers: 2, comb: two_pair"
"Hand: 344JJ, jokers: 2, comb: two_pair --> four_kind"
"Hand: 668AA, jokers: 0, comb: two_pair"
"Hand: 668AA, jokers: 0, comb: two_pair --> two_pair"
"Hand: 34QQT, jokers: 0, comb: one_pair"
"Hand: 34QQT, jokers: 0, comb: one_pair --> one_pair"
"Hand: 48JQQ, jokers: 1, comb: one_pair"
"Hand: 48JQQ, jokers: 1, comb: one_pair --> two_pair"
"Hand: 799TT, jokers: 0, comb: two_pair"
"Hand: 799TT, jokers: 0, comb: two_pair --> two_pair"
"Hand: 88AAA, jokers: 0, comb: full_house"
"Hand: 88AAA, jokers: 0, comb: full_house --> full_house"
"Hand: 349AQ, jokers: 0, comb: higher_card"
"Hand: 349AQ, jokers: 0, comb: higher_card --> higher_card"
"Hand: 89AQT, jokers: 0, comb: higher_card"
"Hand: 89AQT, jokers: 0, comb: higher_card --> higher_card"
"Hand: JJJQQ, jokers: 3, comb: full_house"
"Hand: JJJQQ, jokers: 3, comb: full_house --> five_kind"
"Hand: 3388K, jokers: 0, comb: two_pair"
"Hand: 3388K, jokers: 0, comb: two_pair --> two_pair"
"Hand: 9999T, jokers: 0, comb: four_kind"
"Hand: 9999T, jokers: 0, comb: four_kind --> four_kind"
"Hand: 4446A, jokers: 0, comb: three_kind"
"Hand: 4446A, jokers: 0, comb: three_kind --> three_kind"
"Hand: 45KKK, jokers: 0, comb: three_kind"
"Hand: 45KKK, jokers: 0, comb: three_kind --> three_kind"
"Hand: 5555K, jokers: 0, comb: four_kind"
"Hand: 5555K, jokers: 0, comb: four_kind --> four_kind"
"Hand: 6688K, jokers: 0, comb: two_pair"
"Hand: 6688K, jokers: 0, comb: two_pair --> two_pair"
"Hand: 24577, jokers: 0, comb: one_pair"
"Hand: 24577, jokers: 0, comb: one_pair --> one_pair"
"Hand: 44556, jokers: 0, comb: two_pair"
"Hand: 44556, jokers: 0, comb: two_pair --> two_pair"
"Hand: 2AQQT, jokers: 0, comb: one_pair"
"Hand: 2AQQT, jokers: 0, comb: one_pair --> one_pair"
"Hand: 69AAQ, jokers: 0, comb: one_pair"
"Hand: 69AAQ, jokers: 0, comb: one_pair --> one_pair"
"Hand: 3678A, jokers: 0, comb: higher_card"
"Hand: 3678A, jokers: 0, comb: higher_card --> higher_card"
"Hand: 7999A, jokers: 0, comb: three_kind"
"Hand: 7999A, jokers: 0, comb: three_kind --> three_kind"
"Hand: 47778, jokers: 0, comb: three_kind"
"Hand: 47778, jokers: 0, comb: three_kind --> three_kind"
"Hand: 2277A, jokers: 0, comb: two_pair"
"Hand: 2277A, jokers: 0, comb: two_pair --> two_pair"
"Hand: 78888, jokers: 0, comb: four_kind"
"Hand: 78888, jokers: 0, comb: four_kind --> four_kind"
Result: '252427949'
